id,alert_text,category,source,severity,technique
88,Phishing campaign targeting corporate users detected from 192.168.1.10 targeting srv-db user admin,Phishing,Email Gateway,High,T1566
89,Suspicious hyperlink clicked from email,Phishing,Microsoft Defender,Medium,T1566
89,Suspicious hyperlink clicked from email from 192.168.1.10 targeting srv-db user admin,Phishing,Microsoft Defender,Medium,T1566
89,Suspicious hyperlink clicked from email from 10.0.0.5 targeting web01 user john,Phishing,Microsoft Defender,Medium,T1566
89,Suspicious hyperlink clicked from email from 10.0.0.5 targeting srv-db user administrator,Phishing,Microsoft Defender,Medium,T1566
89,Suspicious hyperlink clicked from email from 192.168.1.10 targeting web01 user john,Phishing,Microsoft Defender,Medium,T1566
89,Suspicious hyperlink clicked from email from 10.10.10.20 targeting web01 user john,Phishing,Microsoft Defender,Medium,T1566
90,Email attachment executed malicious script,Phishing,Microsoft Defender,Critical,T1566
90,Email attachment executed malicious script from 10.0.0.5 targeting web01 user administrator,Phishing,Microsoft Defender,Critical,T1566
90,Email attachment executed malicious script from 10.0.0.5 targeting srv-db user admin,Phishing,Microsoft Defender,Critical,T1566
90,Email attachment executed malicious script from 10.10.10.20 targeting dc01 user john,Phishing,Microsoft Defender,Critical,T1566
90,Email attachment executed malicious script from 172.16.0.15 targeting srv-db user john,Phishing,Microsoft Defender,Critical,T1566
90,Email attachment executed malicious script from 192.168.1.10 targeting srv-db user svc_backup,Phishing,Microsoft Defender,Critical,T1566
